시설번호,놀이시설명,주소1,주소2,설치일자,설치장소,한글주소,위도,경도
15988,율전이안아파트 어린이놀이터,수원시 장안구 율전동 375-2,경기도 수원시 장안구 율전로 73 (율전동),2005-10-10,주택단지,경기도 수원시 장안구 율전로 73 (율전동),37.2967127,126.9666379
517962,수원여자대학교부속유치원 놀이터,,경기도 수원시 권선구 온정로30번길 56 (오목천동)수원여자대학교부속유치원,2005-12-22,유치원,경기도 수원시 권선구 온정로30번길 56 (오목천동)수원여자대학교부속유치원,37.2516063,126.9657048
15918,희성연인아파트 어린이놀이터,수원시 권선구 서둔동 374,경기도 수원시 권선구 상탑로 121 (서둔동),2006-01-01,주택단지,경기도 수원시 권선구 상탑로 121 (서둔동),37.2715191,126.9844698
15996,백설마을 현대코오롱아파트 584동 어린이놀이터,수원시 장안구 정자동 870-1,경기도 수원시 장안구 만석로68번길 10 (정자동),2006-01-01,주택단지,경기도 수원시 장안구 만석로68번길 10 (정자동),37.2964288,126.9882365
544262,남광하우스토리아파트103동 놀이터,,경기도 수원시 권선구 삼천병마로1598번길 28-16(오목천동 남광하우스토리)남광하우스토리 아파트,2006-01-01,주택단지,경기도 수원시 권선구 삼천병마로1598번길 28-16(오목천동 남광하우스토리)남광하우스토리 아파트,37.2451562,126.9653681
544265,웅비아파트놀이터,,경기도 수원시 권선구 입북로 65(입북동),2006-01-01,주택단지,경기도 수원시 권선구 입북로 65(입북동),37.2975348,126.9578114
15925,오목천동대우푸르지오2단지 203동 뒤 놀이시설,수원시 권선구 오목천동 956,경기도 수원시 권선구 서수원로183번길 2 (오목천동),2006-01-23,주택단지,경기도 수원시 권선구 서수원로183번길 2 (오목천동),37.244117,126.9678599
15926,오목천동대우푸르지오2단지 관리동,수원시 권선구 오목천동 956,경기도 수원시 권선구 서수원로183번길 2 (오목천동),2006-01-23,주택단지,경기도 수원시 권선구 서수원로183번길 2 (오목천동),37.244117,126.9678599
517923,동남보건대학교부설유치원 놀이터,,경기도 수원시 장안구 천천로74번길 50 (정자동)동남보건대학교부설유치원,2006-08-01,유치원,경기도 수원시 장안구 천천로74번길 50 (정자동)동남보건대학교부설유치원,37.2985357,126.9869658
517924,삼성유치원 놀이터,,경기도 수원시 장안구 서부로 2095-1 (율전동),2006-08-01,유치원,경기도 수원시 장안구 서부로 2095-1 (율전동),37.2960589,126.9693099
512391,오현초등학교 놀이터,,경기도 수원시 권선구 서수원로 220 (오목천동),2006-09-01,학교,경기도 수원시 권선구 서수원로 220 (오목천동),37.2465985,126.9684547
15917,서둔동 성일아파트 어린이놀이터(103동),수원시 권선구 서둔동 361-1,경기도 수원시 권선구 여기산로 42 (서둔동),2006-09-07,주택단지,경기도 수원시 권선구 여기산로 42 (서둔동),37.2805278,126.9789805
15910,금곡삼익1차아파트 어린이놀이터,수원시 권선구 금곡동 241,경기도 수원시 권선구 금호로 45 (금곡동),2006-09-08,주택단지,경기도 수원시 권선구 금호로 45 (금곡동),37.2697126,126.9566288
512393,오현초병설유치원 놀이터,,경기도 수원시 권선구 서수원로 220 (오목천동),2007-04-11,유치원,경기도 수원시 권선구 서수원로 220 (오목천동),37.2465985,126.9684547
517907,새알곡유치원 놀이터,,경기도 수원시 장안구 율전로107번길 61 (율전동)새알곡유치원,2007-05-22,유치원,경기도 수원시 장안구 율전로107번길 61 (율전동)새알곡유치원,37.299147,126.9658059
15986,율전늘푸른 벽산아파트 어린이놀이터,수원시 장안구 율전동 322,경기도 수원시 장안구 율전로101번길 40 (율전동),2007-08-01,주택단지,경기도 수원시 장안구 율전로101번길 40 (율전동),37.2989678,126.9668301
517930,드림유치원 놀이터,,경기도 수원시 권선구 당진로31번길 51-37 (당수동)드림유치원,2007-08-01,유치원,경기도 수원시 권선구 당진로31번길 51-37 (당수동)드림유치원,37.2913079,126.9371127
15997,꽃뫼노을마을 한국아파트 어린이놀이터 1,수원시 장안구 정자동 882-5,경기도 수원시 장안구 대평로51번길 56 (정자동),2007-08-25,주택단지,경기도 수원시 장안구 대평로51번길 56 (정자동),37.292175,126.9906
15998,꽃뫼노을마을 한국아파트 어린이놀이터 2,수원시 장안구 정자동 882-5,경기도 수원시 장안구 대평로51번길 56 (정자동),2007-08-25,주택단지,경기도 수원시 장안구 대평로51번길 56 (정자동),37.292175,126.9906
549315,오목천동 영조아름다운나날아파트 102동놀이터,,경기도 수원시 권선구 서수원로 161-12 (오목천동 영조아름다운나날2단지)오목천동 영조아름다운나날아파트,2008-01-01,주택단지,경기도 수원시 권선구 서수원로 161-12 (오목천동 영조아름다운나날2단지)오목천동 영조아름다운나날아파트,37.2420957,126.9684302
549316,오목천동 영조아름다운나날 아파트 203동놀이터,,경기도 수원시 권선구 서수원로 161-12 (오목천동 영조아름다운나날2단지)오목천동 영조아름다운나날아파트,2008-01-01,주택단지,경기도 수원시 권선구 서수원로 161-12 (오목천동 영조아름다운나날2단지)오목천동 영조아름다운나날아파트,37.2420957,126.9684302
538697,오목천공원(산업단지1) 어린이놀이터,경기 수원시 권선구 고색동980981,경기도 수원시 권선구 오목천로 96 (고색동),2008-01-26,도시공원,경기도 수원시 권선구 오목천로 96 (고색동),37.241055,126.9731293
23529,경기노총어린이집,경기 수원시 권선구 탑동 903번지,경기도 수원시 권선구 호매실로 46-16 (탑동),2008-05-13,어린이집,경기도 수원시 권선구 호매실로 46-16 (탑동),37.2568485,126.9690565
24518,에덴어린이집 놀이터,,경기도 수원시 권선구 서호서로21번길 50-30 (서둔동),2008-07-03,어린이집,경기도 수원시 권선구 서호서로21번길 50-30 (서둔동),37.2704295,126.9832341
517915,복자유치원 놀이터,,경기도 수원시 권선구 서호서로21번길 32 (서둔동)복자유치원,2008-08-01,유치원,경기도 수원시 권선구 서호서로21번길 32 (서둔동)복자유치원,37.2697472,126.9831024
15911,일신건영아파트 어린이놀이터,수원시 권선구 금곡동 252,경기도 수원시 권선구 매곡로 68 (금곡동),2008-08-03,주택단지,경기도 수원시 권선구 매곡로 68 (금곡동),37.2701632,126.9543196
25437,고색대한아파트104동옆,경기 수원시 권선구 고색동 368-1,경기도 수원시 권선구 서부로 1534 (고색동),2008-09-09,주택단지,경기도 수원시 권선구 서부로 1534 (고색동),37.246201,126.979313
25474,삼성미도아파트어린이놀이터,,경기도 수원시 장안구 대평로162번길 50 (정자동 삼성미도아파트)(정자1동 378),2008-09-10,주택단지,경기도 수원시 장안구 대평로162번길 50 (정자동 삼성미도아파트)(정자1동 378),37.3026362,126.9923206
26203,삼정APT 101동,경기 수원시 권선구 당수동 218-1,경기도 수원시 권선구 당진로14번길 37 (당수동),2008-10-13,주택단지,경기도 수원시 권선구 당진로14번길 37 (당수동),37.2907372,126.9427669
26204,삼정APT 201동,경기 수원시 권선구 당수동 218-1,경기도 수원시 권선구 당진로14번길 37 (당수동),2008-10-13,주택단지,경기도 수원시 권선구 당진로14번길 37 (당수동),37.2907372,126.9427669
26205,삼정APT 207동,경기 수원시 권선구 당수동 218-1,경기도 수원시 권선구 당진로14번길 37 (당수동),2008-10-13,주택단지,경기도 수원시 권선구 당진로14번길 37 (당수동),37.2907372,126.9427669
31880,삼정APT 203동,경기 수원시 권선구 당수동 218-1,경기도 수원시 권선구 당진로14번길 37 (당수동),2008-10-13,주택단지,경기도 수원시 권선구 당진로14번길 37 (당수동),37.2907372,126.9427669
212,삼환아파트단지내 2동앞 제1놀이터,경기 수원시 권선구 구운동 삼환아파트462,경기도 수원시 권선구 수성로 47 (구운동 삼환아파트),2008-10-27,주택단지,경기도 수원시 권선구 수성로 47 (구운동 삼환아파트),37.2838787,126.9781898
213,삼환아파트단지내 7동앞 제2놀이터,경기 수원시 권선구 구운동 삼환아파트462,경기도 수원시 권선구 수성로 47 (구운동 삼환아파트),2008-10-27,주택단지,경기도 수원시 권선구 수성로 47 (구운동 삼환아파트),37.2838787,126.9781898
214,삼환아파트단지내 9동옆 제3놀이터,경기 수원시 권선구 구운동 삼환아파트462,경기도 수원시 권선구 수성로 47 (구운동 삼환아파트),2008-10-27,주택단지,경기도 수원시 권선구 수성로 47 (구운동 삼환아파트),37.2838787,126.9781898
215,삼환아파트단지내 13동옆 제4놀이터,경기 수원시 권선구 구운동 삼환아파트462,경기도 수원시 권선구 수성로 47 (구운동 삼환아파트),2008-10-27,주택단지,경기도 수원시 권선구 수성로 47 (구운동 삼환아파트),37.2838787,126.9781898
265,까치어린이공원 놀이터,경기도 수원시 권선구 당수동 292-1,경기도 수원시 권선구 당진로31번길 51-20 (당수동),2008-11-05,도시공원,경기도 수원시 권선구 당진로31번길 51-20 (당수동),37.2921276,126.9364264
267,오색어린이공원 놀이터,경기도 수원시 권선구 오목천동 953,경기도 수원시 권선구 서수원로 219 (오목천동),2008-11-05,도시공원,경기도 수원시 권선구 서수원로 219 (오목천동),37.2459219,126.9671865
268,잎새어린이공원(탑동3호) 놀이터,경기도 수원시 권선구 탑동 855-9,경기도 수원시 권선구 서둔로217번길 28-4 (탑동),2008-11-05,도시공원,경기도 수원시 권선구 서둔로217번길 28-4 (탑동),37.2707493,126.9777906
269,드림어린이공원(일월4호) 놀이터,경기도 수원시 권선구 구운동 933,,2008-11-05,도시공원,경기도 수원시 권선구 구운동 933,37.2805242,126.9703758
270,세모어린이공원(일월3호) 놀이터,경기도 수원시 권선구 구운동 895,,2008-11-05,도시공원,경기도 수원시 권선구 구운동 895,37.2853139,126.9723731
272,별솔어린이공원(일월6호) 놀이터,경기도 수원시 권선구 구운동 955,,2008-11-05,도시공원,경기도 수원시 권선구 구운동 955,37.2785812,126.9698895
273,하늬어린이공원(일월5호) 놀이터,경기도 수원시 권선구 구운동 941-1,경기도 수원시 권선구 구운로73번길 10-14 (구운동),2008-11-05,도시공원,경기도 수원시 권선구 구운로73번길 10-14 (구운동),37.2806801,126.9722941
274,한터어린이공원 놀이터,경기 수원시 권선구 서둔동372,,2008-11-05,도시공원,경기 수원시 권선구 서둔동372,37.2678318,126.9961104
275,벌터어린이공원 놀이터,경기도 수원시 권선구 서둔동 27-114,경기도 수원시 권선구 서호동로14번길 76-33 (서둔동),2008-11-05,도시공원,경기도 수원시 권선구 서호동로14번길 76-33 (서둔동),37.2635266,126.9906903
276,여우별어린이공원 놀이터,경기도 수원시 권선구 오목천동 958,경기도 수원시 권선구 서수원로183번길 2 (오목천동),2008-11-05,도시공원,경기도 수원시 권선구 서수원로183번길 2 (오목천동),37.244117,126.9678599
279,풀잎어린이공원 놀이터,경기도 수원시 권선구 금곡동 66-1,,2008-11-05,도시공원,경기도 수원시 권선구 금곡동 66-1,37.2783523,126.9518743
280,사랑어린이공원(일월7호) 놀이터,경기도 수원시 권선구 구운동 966,경기도 수원시 권선구 금호로189번길 81-7 (구운동),2008-11-05,도시공원,경기도 수원시 권선구 금호로189번길 81-7 (구운동),37.2742087,126.9708299
286,칙칙폭폭어린이공원(구운3호) 놀이터,경기도 수원시 권선구 구운동 510,,2008-11-05,도시공원,경기도 수원시 권선구 구운동 510,37.2760059,126.9763049
288,탑골어린이공원 놀이터,경기 수원시 권선구 탑동866,,2008-11-05,도시공원,경기 수원시 권선구 탑동866,37.2681754,126.9763989
289,푸른지대어린이공원(탑동2호) 놀이터,경기도 수원시 권선구 탑동 855-9,경기도 수원시 권선구 서둔로217번길 28-4 (탑동),2008-11-05,도시공원,경기도 수원시 권선구 서둔로217번길 28-4 (탑동),37.2707493,126.9777906
290,탑마루어린이공원(탑동1호) 놀이터,경기도 수원시 권선구 탑동 764,경기도 수원시 권선구 탑동로58번길 8 (탑동),2008-11-05,도시공원,경기도 수원시 권선구 탑동로58번길 8 (탑동),37.274403,126.9746825
295,고색어린이공원(162호) 놀이터,경기도 수원시 권선구 고색동 916,,2008-11-05,도시공원,경기도 수원시 권선구 고색동 916,37.2469404,126.9789246
296,오목천어린이공원 놀이터,경기도 수원시 권선구 오목천 945,,2008-11-05,도시공원,경기도 수원시 권선구 오목천 945,37.2421452,126.9636108
298,수원 천천 푸르지오아파트 131동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
299,수원 천천 푸르지오아파트 130동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
300,수원 천천 푸르지오아파트 129동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
301,수원 천천 푸르지오아파트 123동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
302,수원 천천 푸르지오아파트 122동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
303,수원 천천 푸르지오아파트 121동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
304,수원 천천 푸르지오아파트 120동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
305,수원 천천 푸르지오아파트 119동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
306,수원 천천 푸르지오아파트 117동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
307,수원 천천 푸르지오아파트 114동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
308,수원 천천 푸르지오아파트 113동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
309,수원 천천 푸르지오아파트 112동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
310,수원 천천 푸르지오아파트 111동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
311,수원 천천 푸르지오아파트 110동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
312,수원 천천 푸르지오아파트 109동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
313,수원 천천 푸르지오아파트 107동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
314,수원 천천 푸르지오아파트 105동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
315,수원 천천 푸르지오아파트 103동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
316,수원 천천 푸르지오아파트 101동 필로티놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
317,정천어린이공원 놀이터,,경기도 수원시 장안구 화산로 85 (천천동)336-2,2008-11-11,도시공원,경기도 수원시 장안구 화산로 85 (천천동)336-2,37.2922356,126.9805555
318,화산어린이공원 놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,도시공원,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
319,수원 천천 푸르지오아파트 129-130동 사이 가온놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
320,수원 천천 푸르지오아파트 124-125동 사이 아라놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
321,수원 천천 푸르지오아파트 105동 전면 미르놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
322,수원 천천 푸르지오아파트 120동 전면 디노놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
323,수원 천천 푸르지오아파트 121-123동 사이 하늬놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
324,수원 천천 푸르지오아파트 101동 전면 꽃샘놀이터,경기도 수원시 장안구 천천동 333,경기도 수원시 장안구 화산로 85 (천천동),2008-11-11,주택단지,경기도 수원시 장안구 화산로 85 (천천동),37.2922356,126.9805555
29592,탑동 우방파크타운아파트 어린이놀이터 (104동앞),,경기도 수원시 권선구 효탑로 50 (탑동 수원탑동우방파크타운),2008-11-14,주택단지,경기도 수원시 권선구 효탑로 50 (탑동 수원탑동우방파크타운),37.267788,126.9742581
30008,탑동 우방파크타운아파트 어린이놀이터 102동 앞,,경기도 수원시 권선구 효탑로 50 (탑동 수원탑동우방파크타운),2008-11-14,주택단지,경기도 수원시 권선구 효탑로 50 (탑동 수원탑동우방파크타운),37.267788,126.9742581
29905,수원동신초등학교 병설유치원놀이터,,경기도 수원시 장안구 만석로68번길 46 (정자동),2008-11-20,유치원,경기도 수원시 장안구 만석로68번길 46 (정자동),37.2956707,126.9891759
30500,동양고속성지아파트 놀이터-2(조합놀이대만 검사),경기 수원시 장안구 정자3동 879-1,경기도 수원시 장안구 정자천로133번길 26 (정자동),2008-11-25,주택단지,경기도 수원시 장안구 정자천로133번길 26 (정자동),37.2946358,126.9921541
30501,동양고속성지아파트 놀이터-3,경기 수원시 장안구 정자3동 879-1,경기도 수원시 장안구 정자천로133번길 26 (정자동),2008-11-25,주택단지,경기도 수원시 장안구 정자천로133번길 26 (정자동),37.2946358,126.9921541
31963,동양고속성지아파트 놀이터-1(조합놀이대만 검사),경기 수원시 장안구 정자3동 879-1,경기도 수원시 장안구 정자천로133번길 26 (정자동),2008-11-25,주택단지,경기도 수원시 장안구 정자천로133번길 26 (정자동),37.2946358,126.9921541
30656,꽃뫼버들마을신동아아파트 어린이놀이터,경기 수원시 팔달구 화서2동 684-2,경기도 수원시 팔달구 화산로 24 (화서동),2008-12-01,주택단지,경기도 수원시 팔달구 화산로 24 (화서동),37.2871094,126.986899
30671,은하수어린이공원(구운1호) 놀이터,경기 수원시 권선구 구운동 487번지,경기도 수원시 권선구 구운로86번길 20-21 (구운동),2008-12-02,도시공원,경기도 수원시 권선구 구운로86번길 20-21 (구운동),37.2798226,126.9734778
512493,천일초병설유치원 놀이터,,경기도 수원시 장안구 정자로19번길 13 (천천동),2008-12-09,유치원,경기도 수원시 장안구 정자로19번길 13 (천천동),37.3009699,126.9781792
511579,고색초병설유치원 놀이터,,경기도 수원시 권선구 매송고색로 681 (고색동),2008-12-19,유치원,경기도 수원시 권선구 매송고색로 681 (고색동),37.2514471,126.9785664
29913,양지말어린이공원,경기 수원시 팔달구 화서2동 702번지,,2008-12-31,도시공원,경기 수원시 팔달구 화서2동 702번지,37.2859532,126.9847322
32260,선재미어린이공원,경기 수원시 팔달구 화서2동 678-1번지,경기도 수원시 팔달구 수성로157번길 27-18 (화서동),2008-12-31,도시공원,경기도 수원시 팔달구 수성로157번길 27-18 (화서동),37.2875083,126.9890195
536120,청솔어린이공원 놀이터,경기 수원시 장안구 정자동921,경기도 수원시 장안구 만석로20번길 28 (정자동),2009-01-02,도시공원,경기도 수원시 장안구 만석로20번길 28 (정자동),37.2941507,126.9841664
30292,다인창의스쿨어린이집,경기 수원시 권선구 호매실동 464-1,경기도 수원시 권선구 칠보로125번길 28 (호매실동),2009-01-14,어린이집,경기도 수원시 권선구 칠보로125번길 28 (호매실동),37.2668259,126.9516488
28603,서수원참누리아파트 어린이놀이터2,,경기도 수원시 권선구 서둔로 270-19 (서둔동 서수원 울트라참누리파크),2009-01-21,주택단지,경기도 수원시 권선구 서둔로 270-19 (서둔동 서수원 울트라참누리파크),37.2757592,126.9795373
474,갓띠(92호)어린이공원 놀이터,경기 수원시 권선구 입북동253-1,,2009-01-29,도시공원,경기 수원시 권선구 입북동253-1,37.2958014,126.9591062
478,서수원GS자이아파트 106동앞 놀이터,경기도 수원시 권선구 입북동 253-1,경기도 수원시 권선구 입북로 50 (입북동 서수원자이아파트),2009-02-02,주택단지,경기도 수원시 권선구 입북로 50 (입북동 서수원자이아파트),37.2967503,126.9600703
479,서수원GS자이아파트 111동앞 놀이터,경기도 수원시 권선구 입북동 253-1,경기도 수원시 권선구 입북로 50 (입북동 서수원자이아파트),2009-02-02,주택단지,경기도 수원시 권선구 입북로 50 (입북동 서수원자이아파트),37.2967503,126.9600703
28771,백설어린이공원 놀이터,경기 수원시 장안구 정자3동 879-2,경기도 수원시 장안구 정자천로133번길 26 (정자동),2009-02-02,도시공원,경기도 수원시 장안구 정자천로133번길 26 (정자동),37.2946358,126.9921541
28774,꽃뫼어린이공원 놀이터,경기 수원시 장안구 정자2동 883-3(수원 정자동 우체국 맞은편),,2009-02-02,도시공원,경기 수원시 장안구 정자2동 883-3(수원 정자동 우체국 맞은편),37.2928781,126.9920981
28775,솔뫼어린이공원 놀이터,경기 수원시 장안구 정자3동 924,경기도 수원시 장안구 천천로21번길 11 (정자동),2009-02-02,도시공원,경기도 수원시 장안구 천천로21번길 11 (정자동),37.2936337,126.9869191
28886,연꽃어린이공원 놀이터,경기 수원시 장안구 정자3동 873-2,,2009-02-02,도시공원,경기 수원시 장안구 정자3동 873-2,37.2992188,126.9946479
28888,달어린이공원 놀이터,경기 수원시 장안구 천천동 566-1,경기도 수원시 장안구 하률로46번길 17 (천천동),2009-02-02,도시공원,경기도 수원시 장안구 하률로46번길 17 (천천동),37.3024722,126.9789978
28907,천천어린이공원 놀이터,경기 수원시 장안구 천천동 511-2,,2009-02-02,도시공원,경기 수원시 장안구 천천동 511-2,37.2991642,126.981819
29175,서수원참누리아파트 어린이놀이터1,,경기도 수원시 권선구 서둔로 270-19 (서둔동 서수원 울트라참누리파크),2009-02-02,주택단지,경기도 수원시 권선구 서둔로 270-19 (서둔동 서수원 울트라참누리파크),37.2757592,126.9795373
527787,백로(제77호)어린이공원 놀이터,경기 수원시 팔달구 화서동728,,2009-03-02,도시공원,경기 수원시 팔달구 화서동728,37.2857804,126.9817413
30087,고현초 병설유치원 놀이터,,경기도 수원시 권선구 고현로 12 (고색동),2009-03-09,유치원,경기도 수원시 권선구 고현로 12 (고색동),37.2491596,126.98805
527229,화서1호(제99호)어린이공원 놀이터,경기 수원시 팔달구 화서동645,,2009-03-09,도시공원,경기 수원시 팔달구 화서동645,37.2859243,126.9909941
527235,화서4호(제102호) 어린이공원 놀이터,경기 수원시 팔달구 화서동657,경기도 수원시 팔달구 덕영대로735번길 18 (화서동),2009-03-09,도시공원,경기도 수원시 팔달구 덕영대로735번길 18 (화서동),37.2816464,126.9939925
28803,숙지 어린이공원 놀이터,경기도 수원시 팔달구 화서2동 654,,2009-03-17,도시공원,경기도 수원시 팔달구 화서2동 654,37.2833828,126.9925261
32735,샘터어린이공원 놀이터,경기도 수원시 장안구 천천동 505-2,경기도 수원시 장안구 정자로20번길 10 (천천동),2009-04-13,도시공원,경기도 수원시 장안구 정자로20번길 10 (천천동),37.2996966,126.9790388
32654,율전초등학교병설유치원 놀이터,,경기도 수원시 장안구 율전로 113 (율전동),2009-05-12,유치원,경기도 수원시 장안구 율전로 113 (율전동),37.2998083,126.9686375
33327,별어린이공원 놀이터,경기도 수원시 장안구 천천동 565-1,경기도 수원시 장안구 하률로46번길 22 (천천동),2009-05-19,도시공원,경기도 수원시 장안구 하률로46번길 22 (천천동),37.3023997,126.9776976
33328,바람어린이공원 놀이터,경기도 수원시 장안구 천천동 482-2,경기도 수원시 장안구 정자로41번길 12 (천천동),2009-05-19,도시공원,경기도 수원시 장안구 정자로41번길 12 (천천동),37.3023852,126.9819547
32395,꽃뫼버들마을진흥아파트 144동 놀이터,경기도 수원시 팔달구 화서2동 706번지,경기도 수원시 팔달구 화산로 57 (화서동),2009-05-28,주택단지,경기도 수원시 팔달구 화산로 57 (화서동),37.289245,126.9836349
34146,꽃뫼버들마을진흥아파트 노인정 앞 놀이터,경기도 수원시 팔달구 화서2동 706번지,경기도 수원시 팔달구 화산로 57 (화서동),2009-05-29,주택단지,경기도 수원시 팔달구 화산로 57 (화서동),37.289245,126.9836349
517980,알곡유치원 놀이터,,경기도 수원시 장안구 정자천로13번길 130-13 (천천동)알곡유치원,2009-06-01,유치원,경기도 수원시 장안구 정자천로13번길 130-13 (천천동)알곡유치원,37.2945781,126.9795989
34424,평동어린이집 놀이터,경기도 수원시 권선구 평동 4-25,경기도 수원시 권선구 평동로79번길 34 (평동),2009-06-03,어린이집,경기도 수원시 권선구 평동로79번길 34 (평동),37.2597122,126.9941655
756,인정프린스아파트 어린이놀이터,경기 수원시 권선구 당수동 인정프린스287,경기도 수원시 권선구 당진로15번길 53 (당수동),2009-06-24,주택단지,경기도 수원시 권선구 당진로15번길 53 (당수동),37.2919882,126.9383184
32576,오목초등학교병설유치원놀이터,,경기도 수원시 권선구 오목천로 24 (오목천동),2009-06-25,유치원,경기도 수원시 권선구 오목천로 24 (오목천동),37.2396543,126.9656553
33625,금곡LG빌리지아파트 101동 놀이터,,경기도 수원시 권선구 금곡로73번길 33 (금곡동 금곡엘지아파트),2009-07-06,주택단지,경기도 수원시 권선구 금곡로73번길 33 (금곡동 금곡엘지아파트),37.2739394,126.9360301
33626,금곡LG빌리지아파트 209동 놀이터,,경기도 수원시 권선구 금곡로73번길 33 (금곡동 금곡엘지아파트),2009-07-06,주택단지,경기도 수원시 권선구 금곡로73번길 33 (금곡동 금곡엘지아파트),37.2739394,126.9360301
33627,금곡LG빌리지아파트 213동 놀이터,,경기도 수원시 권선구 금곡로73번길 33 (금곡동 금곡엘지아파트),2009-07-06,주택단지,경기도 수원시 권선구 금곡로73번길 33 (금곡동 금곡엘지아파트),37.2739394,126.9360301
33628,금곡LG빌리지아파트 303동 놀이터(조합철봉흔들기구모래만 검사),,경기도 수원시 권선구 금곡로73번길 33 (금곡동 금곡엘지아파트),2009-07-06,주택단지,경기도 수원시 권선구 금곡로73번길 33 (금곡동 금곡엘지아파트),37.2739394,126.9360301
